"특성별(1)","특성별(2)","경험및변화별(1)",경험및변화별(2),품목군별(1),2022,2023,2024
"가구주최종학력","고졸","구입 경험 (%)",구입 있음,죽/스프류,64.0,51.3,66.5
"가구주최종학력","고졸","구입 경험 (%)",구입 있음,만두/피자류,91.2,80.4,93.4
"가구주최종학력","고졸","구입 경험 (%)",구입 있음,육류,72.5,57.5,75.4
"가구주최종학력","고졸","구입 경험 (%)",구입 있음,수산물,60.4,52.8,69.5
"가구주최종학력","고졸","구입 경험 (%)",구입 있음,소스/양념류,86.0,69.7,86.6
"가구주최종학력","고졸","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,76.1,69.2,84.7
"가구주최종학력","고졸","구입 변화",매우 감소 (%),즉석 밥류,5.4,5.9,5.2
"가구주최종학력","고졸","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,5.3,10.1,9.8
"가구주최종학력","고졸","구입 변화",매우 감소 (%),죽/스프류,9.0,16.6,14.6
"가구주최종학력","고졸","구입 변화",매우 감소 (%),만두/피자류,4.0,4.5,4.1
"가구주최종학력","고졸","구입 변화",매우 감소 (%),육류,9.9,18.7,14.8
"가구주최종학력","고졸","구입 변화",매우 감소 (%),수산물,8.4,15.3,13.7
"가구주최종학력","고졸","구입 변화",매우 감소 (%),소스/양념류,6.7,11.4,9.4
"가구주최종학력","고졸","구입 변화",매우 감소 (%),즉석 떡볶이/면류,6.6,8.1,7.1
"가구주최종학력","고졸","구입 변화",약간 감소 (%),즉석 밥류,8.6,15.1,14.2
"가구주최종학력","고졸","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,14.4,25.3,19.4
"가구주최종학력","고졸","구입 변화",약간 감소 (%),죽/스프류,24.6,31.7,22.7
"가구주최종학력","고졸","구입 변화",약간 감소 (%),만두/피자류,14.2,16.2,14.7
"가구주최종학력","고졸","구입 변화",약간 감소 (%),육류,18.8,26.5,20.7
"가구주최종학력","고졸","구입 변화",약간 감소 (%),수산물,22.4,29.4,20.5
"가구주최종학력","고졸","구입 변화",약간 감소 (%),소스/양념류,19.7,25.4,23.7
"가구주최종학력","고졸","구입 변화",약간 감소 (%),즉석 떡볶이/면류,17.5,20.1,23.3
"가구주최종학력","고졸","구입 변화",비슷 (%),즉석 밥류,68.9,63.8,60.9
"가구주최종학력","고졸","구입 변화",비슷 (%),즉석 국류/찌개/탕류,54.1,46.3,40.7
"가구주최종학력","고졸","구입 변화",비슷 (%),죽/스프류,54.4,43.0,53.9
"가구주최종학력","고졸","구입 변화",비슷 (%),만두/피자류,57.9,58.4,53.0
"가구주최종학력","고졸","구입 변화",비슷 (%),육류,58.5,44.8,50.4
"가구주최종학력","고졸","구입 변화",비슷 (%),수산물,57.4,43.1,49.2
"가구주최종학력","고졸","구입 변화",비슷 (%),소스/양념류,60.7,54.2,54.4
"가구주최종학력","고졸","구입 변화",비슷 (%),즉석 떡볶이/면류,59.6,56.0,54.3
"가구주최종학력","고졸","구입 변화",약간 증가 (%),즉석 밥류,16.9,15.1,18.4
"가구주최종학력","고졸","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,25.7,18.2,27.5
"가구주최종학력","고졸","구입 변화",약간 증가 (%),죽/스프류,12.0,8.7,8.3
"가구주최종학력","고졸","구입 변화",약간 증가 (%),만두/피자류,22.8,19.2,27.1
"가구주최종학력","고졸","구입 변화",약간 증가 (%),육류,12.2,9.4,12.5
"가구주최종학력","고졸","구입 변화",약간 증가 (%),수산물,11.3,12.1,15.8
"가구주최종학력","고졸","구입 변화",약간 증가 (%),소스/양념류,12.3,9.0,11.4
"가구주최종학력","고졸","구입 변화",약간 증가 (%),즉석 떡볶이/면류,16.0,15.3,14.8
"가구주최종학력","고졸","구입 변화",매우 증가 (%),즉석 밥류,0.1,0.1,1.5
"가구주최종학력","고졸","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,0.5,0.1,2.6
"가구주최종학력","고졸","구입 변화",매우 증가 (%),죽/스프류,0.0,0.0,0.5
"가구주최종학력","고졸","구입 변화",매우 증가 (%),만두/피자류,1.1,1.7,1.2
"가구주최종학력","고졸","구입 변화",매우 증가 (%),육류,0.6,0.6,1.5
"가구주최종학력","고졸","구입 변화",매우 증가 (%),수산물,0.5,0.1,0.9
"가구주최종학력","고졸","구입 변화",매우 증가 (%),소스/양념류,0.5,0.0,1.1
"가구주최종학력","고졸","구입 변화",매우 증가 (%),즉석 떡볶이/면류,0.2,0.4,0.6
"가구주최종학력","고졸","구입 변화",평균 (점),즉석 밥류,2.98,2.89,2.97
"가구주최종학력","고졸","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.02,2.73,2.94
"가구주최종학력","고졸","구입 변화",평균 (점),죽/스프류,2.69,2.44,2.58
"가구주최종학력","고졸","구입 변화",평균 (점),만두/피자류,3.03,2.97,3.07
"가구주최종학력","고졸","구입 변화",평균 (점),육류,2.75,2.47,2.65
"가구주최종학력","고졸","구입 변화",평균 (점),수산물,2.73,2.52,2.70
"가구주최종학력","고졸","구입 변화",평균 (점),소스/양념류,2.80,2.61,2.71
"가구주최종학력","고졸","구입 변화",평균 (점),즉석 떡볶이/면류,2.86,2.80,2.78
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 없음,즉석 밥류,6.0,7.3,4.7
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,8.4,13.5,7.8
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 없음,죽/스프류,25.5,34.4,24.5
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 없음,만두/피자류,3.7,6.1,3.1
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 없음,육류,15.2,24.7,15.2
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 없음,수산물,28.4,27.7,21.5
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 없음,소스/양념류,8.8,14.1,6.2
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,10.7,11.1,8.0
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 있음,즉석 밥류,94.0,92.7,95.3
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,91.6,86.5,92.2
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 있음,죽/스프류,74.5,65.6,75.5
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 있음,만두/피자류,96.3,93.9,96.9
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 있음,육류,84.8,75.3,84.8
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 있음,수산물,71.6,72.3,78.5
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 있음,소스/양념류,91.2,85.9,93.8
"가구주최종학력","전문대졸 이상","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,89.3,88.9,92.0
"가구주최종학력","전문대졸 이상","구입 변화",매우 감소 (%),즉석 밥류,2.8,2.8,4.1
"가구주최종학력","전문대졸 이상","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,2.4,6.7,5.7
"가구주최종학력","전문대졸 이상","구입 변화",매우 감소 (%),죽/스프류,12.6,16.8,13.9
"가구주최종학력","전문대졸 이상","구입 변화",매우 감소 (%),만두/피자류,3.6,4.2,2.0
"가구주최종학력","전문대졸 이상","구입 변화",매우 감소 (%),육류,8.0,11.4,9.5
"가구주최종학력","전문대졸 이상","구입 변화",매우 감소 (%),수산물,11.2,12.9,11.9
"가구주최종학력","전문대졸 이상","구입 변화",매우 감소 (%),소스/양념류,6.0,12.6,7.3
"가구주최종학력","전문대졸 이상","구입 변화",매우 감소 (%),즉석 떡볶이/면류,5.6,4.4,7.0
"가구주최종학력","전문대졸 이상","구입 변화",약간 감소 (%),즉석 밥류,6.4,16.1,11.0
"가구주최종학력","전문대졸 이상","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,12.3,22.1,17.5
"가구주최종학력","전문대졸 이상","구입 변화",약간 감소 (%),죽/스프류,19.6,29.3,24.4
"가구주최종학력","전문대졸 이상","구입 변화",약간 감소 (%),만두/피자류,10.8,14.2,10.3
"가구주최종학력","전문대졸 이상","구입 변화",약간 감소 (%),육류,17.7,26.0,20.9
"가구주최종학력","전문대졸 이상","구입 변화",약간 감소 (%),수산물,23.5,26.4,19.2
"가구주최종학력","전문대졸 이상","구입 변화",약간 감소 (%),소스/양념류,19.4,25.7,19.5
"가구주최종학력","전문대졸 이상","구입 변화",약간 감소 (%),즉석 떡볶이/면류,15.8,16.0,17.3
"가구주최종학력","전문대졸 이상","구입 변화",비슷 (%),즉석 밥류,55.4,56.6,57.8
"가구주최종학력","전문대졸 이상","구입 변화",비슷 (%),즉석 국류/찌개/탕류,52.1,48.1,46.1
"가구주최종학력","전문대졸 이상","구입 변화",비슷 (%),죽/스프류,51.3,43.9,49.2
"가구주최종학력","전문대졸 이상","구입 변화",비슷 (%),만두/피자류,47.9,49.8,53.5
"가구주최종학력","전문대졸 이상","구입 변화",비슷 (%),육류,55.1,49.1,49.1
"가구주최종학력","전문대졸 이상","구입 변화",비슷 (%),수산물,50.0,42.9,52.8
"가구주최종학력","전문대졸 이상","구입 변화",비슷 (%),소스/양념류,56.3,47.4,56.1
"가구주최종학력","전문대졸 이상","구입 변화",비슷 (%),즉석 떡볶이/면류,58.4,54.2,54.1
"가구주최종학력","전문대졸 이상","구입 변화",약간 증가 (%),즉석 밥류,33.7,24.2,25.6
"가구주최종학력","전문대졸 이상","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,30.8,23.0,25.0
"가구주최종학력","전문대졸 이상","구입 변화",약간 증가 (%),죽/스프류,15.8,9.8,12.1
"가구주최종학력","전문대졸 이상","구입 변화",약간 증가 (%),만두/피자류,35.6,30.6,30.4
"가구주최종학력","전문대졸 이상","구입 변화",약간 증가 (%),육류,18.2,12.9,16.0
"가구주최종학력","전문대졸 이상","구입 변화",약간 증가 (%),수산물,13.9,17.3,14.2
"가구주최종학력","전문대졸 이상","구입 변화",약간 증가 (%),소스/양념류,17.6,14.1,14.7
"가구주최종학력","전문대졸 이상","구입 변화",약간 증가 (%),즉석 떡볶이/면류,18.1,24.5,19.9
"가구주최종학력","전문대졸 이상","구입 변화",매우 증가 (%),즉석 밥류,1.7,0.3,1.4
"가구주최종학력","전문대졸 이상","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,2.4,0.2,5.7
"가구주최종학력","전문대졸 이상","구입 변화",매우 증가 (%),죽/스프류,0.7,0.1,0.4
"가구주최종학력","전문대졸 이상","구입 변화",매우 증가 (%),만두/피자류,2.0,1.2,3.7
"가구주최종학력","전문대졸 이상","구입 변화",매우 증가 (%),육류,0.9,0.6,4.6
"가구주최종학력","전문대졸 이상","구입 변화",매우 증가 (%),수산물,1.5,0.5,1.9
"가구주최종학력","전문대졸 이상","구입 변화",매우 증가 (%),소스/양념류,0.7,0.3,2.4
"가구주최종학력","전문대졸 이상","구입 변화",매우 증가 (%),즉석 떡볶이/면류,2.2,0.9,1.7
"가구주최종학력","전문대졸 이상","구입 변화",평균 (점),즉석 밥류,3.25,3.03,3.09
"가구주최종학력","전문대졸 이상","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.18,2.88,3.08
"가구주최종학력","전문대졸 이상","구입 변화",평균 (점),죽/스프류,2.72,2.47,2.61
"가구주최종학력","전문대졸 이상","구입 변화",평균 (점),만두/피자류,3.22,3.10,3.23
"가구주최종학력","전문대졸 이상","구입 변화",평균 (점),육류,2.86,2.65,2.85
"가구주최종학력","전문대졸 이상","구입 변화",평균 (점),수산물,2.71,2.66,2.75
"가구주최종학력","전문대졸 이상","구입 변화",평균 (점),소스/양념류,2.88,2.64,2.85
"가구주최종학력","전문대졸 이상","구입 변화",평균 (점),즉석 떡볶이/면류,2.96,3.01,2.92
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 없음,즉석 밥류,5.0,5.0,3.9
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,7.0,11.2,6.2
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 없음,죽/스프류,24.0,32.2,23.4
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 없음,만두/피자류,4.2,5.1,2.0
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 없음,육류,17.0,24.7,12.7
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 없음,수산물,28.9,25.9,18.8
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 없음,소스/양념류,9.1,14.9,5.3
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,9.9,10.3,4.8
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 있음,즉석 밥류,95.0,95.0,96.1
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,93.0,88.8,93.8
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 있음,죽/스프류,76.0,67.8,76.6
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 있음,만두/피자류,95.8,94.9,98.0
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 있음,육류,83.0,75.3,87.3
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 있음,수산물,71.1,74.1,81.2
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 있음,소스/양념류,90.9,85.1,94.7
"가구주 직업","관리/전문/사무직","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,90.1,89.7,95.2
"가구주 직업","관리/전문/사무직","구입 변화",매우 감소 (%),즉석 밥류,2.5,2.4,2.6
"가구주 직업","관리/전문/사무직","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,2.3,8.4,7.5
"가구주 직업","관리/전문/사무직","구입 변화",매우 감소 (%),죽/스프류,11.2,17.6,13.0
"가구주 직업","관리/전문/사무직","구입 변화",매우 감소 (%),만두/피자류,3.8,3.8,1.4
"가구주 직업","관리/전문/사무직","구입 변화",매우 감소 (%),육류,7.6,13.3,9.1
"가구주 직업","관리/전문/사무직","구입 변화",매우 감소 (%),수산물,10.4,13.5,11.0
"가구주 직업","관리/전문/사무직","구입 변화",매우 감소 (%),소스/양념류,6.0,13.6,7.9
"가구주 직업","관리/전문/사무직","구입 변화",매우 감소 (%),즉석 떡볶이/면류,5.7,4.4,6.9
"가구주 직업","관리/전문/사무직","구입 변화",약간 감소 (%),즉석 밥류,6.0,16.9,10.2
"가구주 직업","관리/전문/사무직","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,12.2,22.6,15.6
"가구주 직업","관리/전문/사무직","구입 변화",약간 감소 (%),죽/스프류,20.1,31.3,25.2
"가구주 직업","관리/전문/사무직","구입 변화",약간 감소 (%),만두/피자류,10.5,16.5,11.0
"가구주 직업","관리/전문/사무직","구입 변화",약간 감소 (%),육류,16.4,26.5,20.2
"가구주 직업","관리/전문/사무직","구입 변화",약간 감소 (%),수산물,23.2,28.4,20.3
"가구주 직업","관리/전문/사무직","구입 변화",약간 감소 (%),소스/양념류,18.7,27.6,20.1
"가구주 직업","관리/전문/사무직","구입 변화",약간 감소 (%),즉석 떡볶이/면류,16.2,15.8,17.3
"가구주 직업","관리/전문/사무직","구입 변화",비슷 (%),즉석 밥류,57.6,57.7,58.3
"가구주 직업","관리/전문/사무직","구입 변화",비슷 (%),즉석 국류/찌개/탕류,51.9,48.3,44.4
"가구주 직업","관리/전문/사무직","구입 변화",비슷 (%),죽/스프류,51.6,41.2,49.2
"가구주 직업","관리/전문/사무직","구입 변화",비슷 (%),만두/피자류,48.5,48.8,55.5
"가구주 직업","관리/전문/사무직","구입 변화",비슷 (%),육류,55.5,45.6,49.5
"가구주 직업","관리/전문/사무직","구입 변화",비슷 (%),수산물,50.8,41.7,50.6
"가구주 직업","관리/전문/사무직","구입 변화",비슷 (%),소스/양념류,58.5,45.8,56.9
"가구주 직업","관리/전문/사무직","구입 변화",비슷 (%),즉석 떡볶이/면류,59.3,52.9,54.6
"가구주 직업","관리/전문/사무직","구입 변화",약간 증가 (%),즉석 밥류,32.1,22.6,27.6
"가구주 직업","관리/전문/사무직","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,30.6,20.7,26.9
"가구주 직업","관리/전문/사무직","구입 변화",약간 증가 (%),죽/스프류,16.9,9.9,12.3
"가구주 직업","관리/전문/사무직","구입 변화",약간 증가 (%),만두/피자류,34.7,29.4,27.7
"가구주 직업","관리/전문/사무직","구입 변화",약간 증가 (%),육류,19.2,14.1,16.6
